,Ticker,Open Price,Date,Volume,Ticker2,Open Price2,Date2,Volume2
7685,VLO,74.89,2020-02-26,352053771.05,VLO,78.87,2021-02-25,507608897.40000004
7686,VLO,75.46,2021-02-23,361807231.94,VLO,86.45,2022-02-23,306394274.55
7687,VLRX,37.8,2018-04-30,3153049.1999999997,VLRX,6.1,2019-04-30,345180.69999999995
7688,VMC,121.4,2018-02-27,248626350.20000002,VMC,112.96,2019-02-27,105808389.44
7689,VMC,111.01,2019-02-26,120077851.85000001,VMC,125.74,2020-02-26,240313282.07999998
7690,VMC,125.74,2020-02-26,240313282.07999998,VMC,174.47,2021-02-25,138399897.73
7691,VMC,174.47,2021-02-25,138399897.73,VMC,177.31,2022-02-25,185334341.36
7692,VMI,149.35,2018-02-28,25283909.55,VMI,136.64,2019-02-28,19007170.56
7693,VMI,134.03,2019-02-27,21097126.18,VMI,116.76,2020-02-27,21979135.92
7694,VMI,121.68,2020-02-26,17504519.76,VMI,237.27,2021-02-25,64918970.160000004
7695,VMI,230.97,2021-02-24,43405268.22,VMI,205.79,2022-02-24,19311127.81
7696,VMW,120.28,2018-03-29,231841143.36,VMW,180.0,2019-03-29,222997140.0
7697,VMW,180.0,2019-03-29,222997140.0,VMW,116.46,2020-03-30,163417487.22
7698,VMW,116.74,2020-03-26,230617301.72,VMW,147.16,2021-03-26,244682343.35999998
7699,VNCE,9.0,2018-04-25,282015.0,VNCE,12.86,2019-04-25,95729.84
7700,VNCE,12.47,2019-04-12,274053.19,VNCE,5.9,2020-04-13,297784.80000000005
7701,VNCE,6.43,2020-06-11,494119.77999999997,VNCE,12.71,2021-06-11,515695.54000000004
7702,VNE,28.95,2019-02-22,16003531.049999999,VNE,13.74,2020-02-24,9231988.44
7703,VNE,14.26,2020-02-21,5479290.92,VNE,28.2,2021-02-22,15291224.4
7704,VNE,27.53,2021-02-19,17512025.71,VNE,35.21,2022-02-22,36992400.62
7705,VNO,67.79,2018-02-12,106967671.33000001,VNO,68.81,2019-02-12,140328086.36
7706,VNO,69.98,2019-02-11,109837178.98,VNO,66.43,2020-02-11,67345139.68
7707,VNO,67.89,2020-02-18,71226386.16,VNO,37.28,2021-02-17,131913751.52000001
7708,VNO,38.51,2021-02-16,107452257.92999999,VNO,43.68,2022-02-16,110840096.64
7709,VNRX,3.11,2018-03-01,450635.88999999996,VNRX,2.97,2019-03-01,1156268.52
7710,VNRX,3.31,2019-03-13,954613.93,VNRX,2.71,2020-03-12,826994.44
7711,VNRX,4.8,2020-02-20,668265.6,VNRX,4.85,2021-02-19,1986201.0999999999
7712,VNT,34.34,2021-02-08,95138763.96000001,VNT,27.06,2022-02-07,35694764.82
7713,VOD,26.42,2017-03-31,101955572.60000001,VOD,27.79,2018-04-02,74272554.44
7714,VOD,27.79,2018-04-02,74272554.44,VOD,18.56,2019-04-01,76698921.6
7715,VOD,18.56,2019-04-01,76698921.6,VOD,14.07,2020-03-30,54028434.18
7716,VOD,13.92,2020-03-31,78227323.67999999,VOD,18.48,2021-03-31,44537779.44
7717,VOLT,4.05,2018-01-12,524211.75,VOLT,3.43,2019-01-14,291402.51
7718,VOLT,2.83,2019-01-09,92985.31,VOLT,2.55,2020-01-09,25765.199999999997
7719,VOLT,3.23,2020-01-16,239989.0,VOLT,2.75,2021-01-15,1916453.0
7720,VOLT,2.81,2021-01-14,6800635.55,VOLT,3.32,2022-01-14,646407.32
7721,VOR,43.25,2021-02-09,10448897.25,VOR,8.43,2022-02-09,604860.9299999999
7722,VOXX,5.35,2018-05-14,892165.9999999999,VOXX,4.02,2019-05-14,225485.81999999998
7723,VOXX,4.02,2019-05-14,225485.81999999998,VOXX,5.38,2020-05-13,421845.8
7724,VOXX,5.2,2020-06-15,1143090.0,VOXX,14.9,2021-06-15,2775318.7
7725,VRA,10.43,2018-04-03,1816916.43,VRA,13.26,2019-04-03,6588549.24
7726,VRA,13.24,2019-04-02,3790532.56,VRA,4.01,2020-04-01,1288701.72
7727,VRA,4.13,2020-03-31,1088564.75,VRA,10.0,2021-03-31,2012810.0
7728,VRAY,7.91,2018-03-12,8117281.55,VRAY,8.6,2019-03-12,5889606.8
7729,VRAY,7.91,2019-03-15,34866670.93,VRAY,1.17,2020-03-16,3400356.96
7730,VRAY,1.54,2020-03-12,5316417.26,VRAY,4.73,2021-03-12,5283542.44
7731,VRAY,4.22,2021-03-05,5542661.9399999995,VRAY,4.04,2022-03-07,4515136.32
7732,VRE,18.61,2018-02-21,19253906.0,VRE,21.5,2019-02-21,10573700.0
7733,VRE,21.14,2019-02-20,8933764.0,VRE,21.31,2020-02-20,10953340.0
7734,VRE,20.36,2020-02-26,14062652.0,VRE,15.55,2021-02-25,19039202.3
7735,VRE,15.55,2021-02-25,19039202.3,VRE,16.67,2022-02-25,14262952.020000001
7736,VREX,38.1,2017-12-13,10176205.200000001,VREX,24.59,2018-12-13,6690176.71
7737,VREX,27.27,2018-11-07,5927352.66,VREX,31.86,2019-11-07,4093563.96
7738,VREX,29.93,2019-12-02,7816249.43,VREX,16.48,2020-11-30,5406000.32
